t [s];Tf [degC];P [W]
450180;24,68;4976
450240;24,68;4976
450300;24,68;4983
450360;24,68;4980
450420;24,68;4973
450480;24,68;4973
450540;24,68;4973
450600;24,69;4983
450660;24,69;4986
450720;24,69;4984
450780;24,69;4985
450840;24,69;4982
450900;24,69;4986
450960;24,69;4986
451020;24,68;4982
451080;24,68;4978
451140;24,69;4986
451200;24,69;4989
451260;24,69;4984
451320;24,69;4986
451380;24,69;4985
451440;24,69;4986
451500;24,69;4984
451560;24,69;4985
451620;24,69;4984
451680;24,69;4980
451740;24,69;4981
451800;24,69;4988
451860;24,69;4988
451920;24,69;4987
451980;24,69;4988
452040;24,69;4985
452100;24,69;4982
452160;24,69;4982
452220;24,69;4985
452280;24,69;4985
452340;24,69;4980
452400;24,69;4980
452460;24,69;4984
452520;24,69;4980
452580;24,69;4979
452640;24,70;4986
452700;24,69;4985
452760;24,69;4987
452820;24,69;4985
452880;24,69;4981
452940;24,69;4978
453000;24,70;4989
453060;24,70;4981
453120;24,69;4982
453180;24,70;4984
453240;24,70;4990
453300;24,69;4984
453360;24,69;4980
453420;24,69;4981
453480;24,69;4980
453540;24,69;4978
453600;24,70;4983
453660;24,70;4981
453720;24,70;4987
453780;24,70;4980
453840;24,69;4979
453900;24,69;4974
453960;24,70;4978
454020;24,70;4980
454080;24,69;4977
454140;24,70;4979
454200;24,70;4989
454260;24,70;4991
454320;24,70;4981
454380;24,69;4971
454440;24,69;4974
454500;24,70;4981
454560;24,70;4987
454620;24,70;4991
454680;24,70;4985
454740;24,70;4975
454800;24,70;4979
454860;24,71;4992
454920;24,71;5002
454980;24,71;4996
455040;24,71;4998
455100;24,71;4991
455160;24,69;4968
455220;24,69;4952
455280;24,70;4967
455340;24,70;4976
455400;24,70;4981
455460;24,70;4968
455520;24,69;4967
455580;24,70;4969
455640;24,70;4978
455700;24,71;4984
455760;24,70;4982
455820;24,70;4977
455880;24,70;4980
455940;24,70;4982
456000;24,70;4983
456060;24,71;4985
456120;24,70;4985
456180;24,71;4988
456240;24,71;4988
456300;24,71;4989
456360;24,71;4989
456420;24,71;4988
456480;24,71;4983
456540;24,70;4981
456600;24,71;4981
456660;24,71;4984
456720;24,71;4984
456780;24,71;4980
456840;24,71;4981
456900;24,71;4983
456960;24,71;4979
457020;24,70;4973
457080;24,71;4980
457140;24,71;4983
457200;24,71;4989
457260;24,71;4987
457320;24,71;4982
457380;24,71;4977
457440;24,71;4980
457500;24,71;4980
457560;24,71;4984
457620;24,71;4985
457680;24,71;4978
457740;24,71;4982
457800;24,71;4975
457860;24,71;4975
457920;24,71;4970
457980;24,71;4977
458040;24,71;4980
458100;24,71;4976
458160;24,71;4978
458220;24,72;4983
458280;24,72;4984
458340;24,71;4981
458400;24,71;4980
458460;24,71;4980
458520;24,72;4981
458580;24,72;4982
458640;24,72;4988
458700;24,72;4992
458760;24,72;4994
458820;24,72;4981
458880;24,71;4970
458940;24,71;4976
459000;24,72;4982
459060;24,71;4978
459120;24,71;4977
459180;24,72;4982
459240;24,72;4980
459300;24,72;4978
459360;24,71;4977
459420;24,72;4979
459480;24,72;4982
459540;24,72;4982
459600;24,72;4982
459660;24,72;4984
459720;24,72;4986
459780;24,72;4977
459840;24,71;4970
459900;24,72;4972
459960;24,72;4979
460020;24,72;4981
460080;24,72;4983
460140;24,72;4977
460200;24,72;4974
460260;24,72;4983
460320;24,72;4981
460380;24,72;4988
460440;24,72;4985
460500;24,72;4978
460560;24,72;4984
460620;24,73;4986
460680;24,73;4989
460740;24,73;4989
460800;24,72;4987
460860;24,72;4988
460920;24,73;4995
460980;24,73;4996
461040;24,72;4987
461100;24,72;4983
461160;24,73;4985
461220;24,73;4986
461280;24,73;4990
461340;24,73;4986
461400;24,72;4977
461460;24,72;4979
461520;24,73;4983
461580;24,73;4985
461640;24,73;4991
461700;24,72;4984
461760;24,72;4971
461820;24,72;4980
461880;24,73;4984
461940;24,73;4990
462000;24,72;4981
462060;24,72;4976
462120;24,73;4983
462180;24,73;4987
462240;24,72;4978
462300;24,72;4973
462360;24,72;4972
462420;24,73;4981
462480;24,73;4980
462540;24,73;4981
462600;24,72;4974
462660;24,73;4982
462720;24,73;4989
462780;24,73;4989
462840;24,73;4987
462900;24,73;4982
462960;24,73;4982
463020;24,73;4988
463080;24,73;4980
463140;24,73;4980
463200;24,73;4981
463260;24,73;4983
463320;24,73;4983
463380;24,73;4984
463440;24,73;4987
463500;24,73;4986
463560;24,73;4984
463620;24,73;4983
463680;24,74;4985
463740;24,74;4986
463800;24,73;4979
463860;24,73;4978
463920;24,73;4978
463980;24,73;4965
464040;24,73;4968
464100;24,73;4975
464160;24,73;4978
464220;24,73;4970
464280;24,73;4966
464340;24,73;4979
464400;24,74;4981
464460;24,73;4979
464520;24,74;4985
464580;24,74;4979
464640;24,74;4988
464700;24,74;4985
464760;24,74;4984
464820;24,73;4976
464880;24,73;4974
464940;24,74;4983
465000;24,74;4984
465060;24,74;4980
465120;24,74;4981
465180;24,74;4987
465240;24,74;4984
465300;24,73;4979
465360;24,74;4981
465420;24,74;4979
465480;24,74;4981
465540;24,74;4985
465600;24,74;4984
465660;24,74;4982
465720;24,74;4981
465780;24,74;4983
465840;24,74;4983
465900;24,74;4984
465960;24,74;4980
466020;24,74;4974
466080;24,74;4972
466140;24,74;4976
466200;24,74;4976
466260;24,74;4975
466320;24,74;4978
466380;24,74;4984
466440;24,74;4982
466500;24,74;4979
466560;24,74;4979
466620;24,75;4985
466680;24,74;4979
466740;24,75;4990
466800;24,75;4985
466860;24,75;4995
466920;24,74;4978
466980;24,74;4974
467040;24,74;4976
467100;24,75;4984
467160;24,74;4979
467220;24,75;4981
467280;24,75;4985
467340;24,74;4980
467400;24,74;4976
467460;24,75;4974
467520;24,73;4945
467580;24,73;4943
467640;24,74;4959
467700;24,74;4965
467760;24,74;4969
467820;24,74;4972
467880;24,74;4975
467940;24,75;4978
468000;24,75;4975
468060;24,74;4969
468120;24,74;4975
468180;24,75;4985
468240;24,75;4983
468300;24,75;4984
468360;24,75;4990
468420;24,76;4990
468480;24,75;4989
468540;24,75;4985
468600;24,75;4976
468660;24,74;4958
468720;24,74;4958
468780;24,74;4968
468840;24,75;4975
468900;24,75;4978
468960;24,75;4972
469020;24,75;4982
469080;24,75;4970
469140;24,74;4963
469200;24,74;4969
469260;24,75;4976
469320;24,75;4977
469380;24,75;4977
469440;24,75;4976
469500;24,75;4978
469560;24,75;4974
469620;24,75;4976
469680;24,75;4969
469740;24,75;4967
469800;24,75;4967
469860;24,75;4966
469920;24,75;4969
469980;24,75;4975
470040;24,75;4980
470100;24,75;4978
470160;24,75;4969
470220;24,74;4962
470280;24,75;4966
470340;24,75;4969
470400;24,75;4970
470460;24,76;4979
470520;24,76;4985
470580;24,75;4978
470640;24,75;4972
470700;24,75;4976
470760;24,76;4984
470820;24,76;4983
470880;24,76;4985
470940;24,76;4988
471000;24,76;4987
471060;24,76;4984
471120;24,77;5003
471180;24,79;5050
471240;24,79;5037
471300;24,77;5007
471360;24,76;4992
471420;24,76;4984
471480;24,77;4992
471540;24,77;4993
471600;24,77;5001
471660;24,77;4996
471720;24,76;4982
471780;24,75;4963
471840;24,76;4975
471900;24,77;4988
471960;24,76;4982
472020;24,76;4987
472080;24,77;4982
472140;24,76;4980
472200;24,77;4985
472260;24,77;4989
472320;24,77;4989
472380;24,77;4986
472440;24,77;4982
472500;24,76;4972
472560;24,76;4964
472620;24,76;4974
472680;24,77;4987
472740;24,76;4976
472800;24,75;4963
472860;24,76;4965
472920;24,76;4970
472980;24,76;4964
473040;24,76;4966
473100;24,77;4983
473160;24,77;4985
473220;24,77;4972
473280;24,76;4975
473340;24,77;4979
473400;24,77;4977
473460;24,76;4975
473520;24,77;4984
473580;24,77;4983
473640;24,76;4966
473700;24,77;4973
473760;24,77;4980
473820;24,76;4972
473880;24,77;4978
473940;24,77;4986
474000;24,77;4983
474060;24,77;4981
474120;24,77;4977
474180;24,77;4973
474240;24,77;4977
474300;24,77;4983
474360;24,77;4981
474420;24,77;4975
474480;24,77;4979
474540;24,77;4981
474600;24,77;4980
474660;24,77;4980
474720;24,77;4979
474780;24,77;4979
474840;24,77;4980
474900;24,77;4982
474960;24,77;4978
475020;24,77;4980
475080;24,78;4990
475140;24,77;4988
475200;24,78;4990
475260;24,78;4991
475320;24,78;4994
475380;24,78;4999
475440;24,77;4979
475500;24,78;4983
475560;24,78;4986
475620;24,78;4982
475680;24,78;4987
475740;24,77;4983
475800;24,77;4982
475860;24,78;4982
475920;24,77;4970
475980;24,78;4985
476040;24,78;4991
476100;24,77;4977
476160;24,78;4979
476220;24,78;4989
476280;24,78;4985
476340;24,78;4981
476400;24,78;4978
476460;24,78;4982
476520;24,78;4982
476580;24,78;4983
476640;24,78;4980
476700;24,78;4976
476760;24,77;4968
476820;24,77;4971
476880;24,78;4982
476940;24,78;4989
477000;24,78;4987
477060;24,78;4980
477120;24,78;4974
477180;24,78;4970
477240;24,78;4975
477300;24,78;4979
477360;24,78;4983
477420;24,78;4979
477480;24,78;4979
477540;24,78;4975
477600;24,78;4986
477660;24,78;4986
477720;24,78;4978
477780;24,78;4968
477840;24,78;4976
477900;24,78;4980
477960;24,79;4986
478020;24,79;4990
478080;24,79;4994
478140;24,78;4984
478200;24,78;4981
478260;24,78;4979
478320;24,79;4992
478380;24,79;4993
478440;24,79;4985
478500;24,78;4972
478560;24,78;4972
478620;24,79;4984
478680;24,79;4987
478740;24,78;4977
478800;24,78;4981
478860;24,79;4985
478920;24,79;4981
478980;24,78;4971
479040;24,78;4967
479100;24,78;4976
479160;24,79;4985
479220;24,79;4983
479280;24,79;4979
479340;24,79;4983
479400;24,79;4988
479460;24,79;4983
479520;24,79;4981
479580;24,79;4989
479640;24,79;4980
479700;24,79;4979
479760;24,79;4986
479820;24,79;4986
479880;24,79;4985
479940;24,79;4985
480000;24,79;4982
480060;24,80;4992
480120;24,80;4996
480180;24,80;4999
480240;24,80;4988
480300;24,79;4976
480360;24,79;4980
480420;24,80;4987
480480;24,80;4989
480540;24,80;4988
480600;24,79;4980
480660;24,79;4981
480720;24,80;4987
480780;24,79;4985
480840;24,80;4985
480900;24,79;4980
480960;24,79;4976
481020;24,79;4973
481080;24,79;4969
481140;24,79;4972
481200;24,80;4979
481260;24,80;4979
481320;24,80;4979
481380;24,79;4978
481440;24,83;5038
481500;24,87;5100
481560;24,85;5079
481620;24,83;5045
481680;24,82;5029
481740;24,82;5023
481800;24,82;5013
481860;24,81;4999
481920;24,80;4988
481980;24,80;4985
482040;24,81;4993
482100;24,81;4995
482160;24,80;4988
482220;24,80;4980
482280;24,80;4979
482340;24,80;4981
482400;24,80;4978
482460;24,81;4982
482520;24,81;4983
482580;24,81;4984
482640;24,80;4971
482700;24,80;4981
482760;24,81;4986
482820;24,81;4983
482880;24,80;4978
482940;24,80;4982
483000;24,81;4989
483060;24,81;4985
483120;24,80;4979
483180;24,80;4979
483240;24,80;4977
483300;24,80;4976
483360;24,80;4973
483420;24,81;4981
483480;24,81;4985
483540;24,81;4986
483600;24,81;4992
483660;24,81;4986
483720;24,80;4978
483780;24,81;4980
483840;24,81;4983
483900;24,81;4978
483960;24,80;4976
484020;24,81;4979
484080;24,81;4985
484140;24,81;4990
484200;24,81;4988
484260;24,81;4994
484320;24,81;4993
484380;24,80;4982
484440;24,81;4985
484500;24,81;4984
484560;24,81;4986
484620;24,81;4982
484680;24,80;4975
484740;24,81;4975
484800;24,81;4981
484860;24,81;4979
484920;24,81;4996
484980;24,81;4982
485040;24,81;4976
485100;24,81;4986
485160;24,81;4983
485220;24,81;4984
485280;24,81;4988
485340;24,81;4983
485400;24,81;4981
485460;24,81;4984
485520;24,81;4978
485580;24,81;4972
485640;24,81;4977
485700;24,81;4980
485760;24,81;4976
485820;24,81;4977
485880;24,81;4982
485940;24,81;4983
486000;24,81;4983
486060;24,81;4980
486120;24,81;4976
486180;24,81;4977
486240;24,82;4985
486300;24,82;4989
486360;24,82;4986
486420;24,82;4986
486480;24,81;4982
486540;24,81;4982
486600;24,82;4984
486660;24,82;4985
486720;24,82;4989
486780;24,82;4981
486840;24,82;4988
486900;24,82;4988
486960;24,82;4981
487020;24,82;4987
487080;24,82;4989
487140;24,82;4978
487200;24,82;4981
487260;24,82;4981
487320;24,82;4980
487380;24,82;4975
487440;24,82;4980
487500;24,82;4980
487560;24,82;4981
487620;24,82;4987
487680;24,82;4987
487740;24,82;4987
487800;24,82;4987
487860;24,82;4988
487920;24,82;4984
487980;24,82;4974
488040;24,81;4969
488100;24,82;4977
488160;24,82;4988
488220;24,83;4995
488280;24,83;4996
488340;24,82;4993
488400;24,82;4992
488460;24,82;4989
488520;24,82;4982
488580;24,82;4983
488640;24,82;4978
488700;24,82;4977
488760;24,82;4970
488820;24,82;4977
488880;24,82;4985
488940;24,83;4986
489000;24,83;4989
489060;24,82;4984
489120;24,82;4979
489180;24,83;4981
489240;24,83;4983
489300;24,82;4972
489360;24,82;4978
489420;24,82;4975
489480;24,82;4973
489540;24,82;4974
489600;24,82;4979
489660;24,83;4988
489720;24,83;4982
489780;24,83;4985
489840;24,83;4991
489900;24,83;4984
489960;24,83;4982
490020;24,83;4977
490080;24,82;4974
490140;24,82;4971
490200;24,83;4979
490260;24,83;4988
490320;24,83;4988
490380;24,83;4989
490440;24,84;4996
490500;24,83;4995
490560;24,83;4992
490620;24,83;4992
490680;24,83;4987
490740;24,83;4984
490800;24,83;4982
490860;24,83;4978
490920;24,83;4979
490980;24,83;4979
491040;24,83;4983
491100;24,83;4986
491160;24,83;4981
491220;24,82;4970
491280;24,83;4981
491340;24,83;4987
491400;24,83;4988
491460;24,83;4981
491520;24,83;4985
491580;24,84;4987
491640;24,84;4980
491700;24,83;4987
491760;24,83;4981
491820;24,83;4988
491880;24,83;4984
491940;24,84;4989
492000;24,84;4982
492060;24,83;4975
492120;24,83;4969
492180;24,83;4975
492240;24,84;4986
492300;24,83;4983
492360;24,83;4979
492420;24,83;4980
492480;24,83;4983
492540;24,84;4985
492600;24,84;4991
492660;24,84;4993
492720;24,84;4990
492780;24,84;4984
492840;24,84;4979
492900;24,84;4985
492960;24,84;4993
493020;24,84;4993
493080;24,84;4986
493140;24,83;4979
493200;24,84;4982
493260;24,84;4987
493320;24,84;4985
493380;24,84;4985
493440;24,84;4985
493500;24,84;4990
493560;24,84;4985
493620;24,84;4981
493680;24,84;4983
493740;24,84;4991
493800;24,84;4989
493860;24,84;4993
493920;24,84;4974
493980;24,83;4963
494040;24,84;4979
494100;24,84;4984
494160;24,84;4987
494220;24,85;4992
494280;24,84;4984
494340;24,84;4973
494400;24,84;4975
494460;24,84;4982
494520;24,84;4985
494580;24,84;4987
494640;24,84;4987
494700;24,84;4984
494760;24,84;4982
494820;24,84;4984
494880;24,84;4984
494940;24,84;4983
495000;24,84;4975
495060;24,83;4967
495120;24,84;4972
495180;24,84;4974
495240;24,84;4970
495300;24,84;4978
495360;24,84;4982
495420;24,84;4981
495480;24,85;4984
495540;24,85;4982
495600;24,84;4976
495660;24,85;4980
495720;24,84;4982
495780;24,85;4985
495840;24,85;4992
495900;24,84;4975
495960;24,84;4977
496020;24,85;4995
496080;24,85;4987
496140;24,85;4996
496200;24,85;4996
496260;24,85;4986
496320;24,85;4988
496380;24,85;4990
496440;24,85;4982
496500;24,85;4985
496560;24,84;4977
496620;24,85;4982
496680;24,85;4985
496740;24,84;4978
496800;24,84;4972
496860;24,85;4979
496920;24,85;4989
496980;24,85;4985
497040;24,85;4982
497100;24,82;4925
497160;24,79;4871
497220;24,80;4885
497280;24,82;4915
497340;24,82;4932
497400;24,83;4946
497460;24,84;4954
497520;24,84;4958
497580;24,84;4968
497640;24,85;4974
497700;24,85;4980
497760;24,85;4984
497820;24,85;4986
497880;24,85;4988
497940;24,86;4994
498000;24,86;5000
498060;24,85;4986
498120;24,85;4980
498180;24,85;4983
498240;24,85;4984
498300;24,85;4978
498360;24,84;4982
498420;24,84;4977
498480;24,85;4978
498540;24,85;4979
498600;24,85;4987
498660;24,85;4983
498720;24,85;4981
498780;24,85;4981
498840;24,85;4984
498900;24,85;4986
498960;24,86;4986
499020;24,85;4977
499080;24,85;4974
499140;24,85;4975
499200;24,85;4982
499260;24,86;4988
499320;24,85;4983
499380;24,85;4975
499440;24,85;4980
499500;24,86;4989
499560;24,86;4990
499620;24,86;4991
499680;24,86;4991
499740;24,86;4992
499800;24,86;4990
499860;24,86;4982
499920;24,86;4979
499980;24,85;4977
500040;24,85;4964
500100;24,85;4964
500160;24,85;4971
500220;24,86;4975
500280;24,85;4974
500340;24,86;4981
500400;24,86;4982
500460;24,86;4991
500520;24,86;4989
500580;24,86;4984
500640;24,87;4994
500700;24,86;4979
500760;24,86;4982
500820;24,87;4994
500880;24,87;4995
500940;24,86;4982
501000;24,86;4984
501060;24,86;4978
501120;24,86;4982
501180;24,86;4988
501240;24,86;4986
501300;24,86;4991
501360;24,87;4994
501420;24,86;4979
501480;24,86;4978
501540;24,87;4989
501600;24,87;4994
501660;24,87;4989
501720;24,86;4979
501780;24,86;4973
501840;24,86;4976
501900;24,86;4984
501960;24,87;5002
502020;24,88;5010
502080;24,87;4997
502140;24,87;4994
502200;24,86;4986
502260;24,87;4985
502320;24,87;4989
502380;24,87;4988
502440;24,87;4986
502500;24,87;4989
502560;24,87;4994
502620;24,87;4989
502680;24,87;4986
502740;24,87;4979
502800;24,86;4971
502860;24,86;4969
502920;24,86;4962
502980;24,86;4972
503040;24,87;4981
503100;24,86;4975
503160;24,87;4979
503220;24,87;4979
503280;24,87;4981
503340;24,87;4988
503400;24,87;4983
503460;24,87;4984
503520;24,87;4980
503580;24,87;4978
503640;24,87;4981
503700;24,87;4974
503760;24,86;4967
503820;24,87;4973
503880;24,87;4977
503940;24,87;4999
504000;24,92;5073
504060;24,94;5105
504120;24,92;5072
504180;24,90;5046
504240;24,90;5028
504300;24,89;5019
504360;24,89;5007
504420;24,88;4989
504480;24,88;4992
504540;24,88;4995
504600;24,88;4990
504660;24,88;4988
504720;24,87;4980
504780;24,87;4978
504840;24,87;4980
504900;24,88;4983
504960;24,88;4988
505020;24,88;4985
505080;24,89;4994
505140;24,89;4989
505200;24,88;4982
505260;24,88;4978
505320;24,88;4983
505380;24,88;4980
505440;24,88;4977
505500;24,88;4987
505560;24,89;4991
505620;24,89;4995
505680;24,89;5001
505740;24,89;4995
505800;24,88;4984
505860;24,88;4979
505920;24,88;4976
505980;24,88;4981
506040;24,88;4988
506100;24,89;4989
506160;24,88;4984
506220;24,88;4980
506280;24,88;4982
506340;24,88;4982
506400;24,88;4983
506460;24,89;4988
506520;24,89;4988
506580;24,89;4985
506640;24,88;4968
506700;24,84;4907
506760;24,82;4860
506820;24,84;4890
506880;24,85;4914
506940;24,85;4927
507000;24,86;4947
507060;24,87;4955
507120;24,88;4966
507180;24,88;4971
507240;24,88;4976
507300;24,88;4973
507360;24,88;4977
507420;24,88;4977
507480;24,88;4974
507540;24,88;4982
507600;24,89;4987
507660;24,90;5005
507720;24,89;5000
507780;24,88;4989
507840;24,88;4982
507900;24,88;4989
507960;24,88;4981
508020;24,88;4980
508080;24,88;4984
508140;24,88;4980
508200;24,88;4982
508260;24,88;4983
508320;24,88;4981
508380;24,88;4978
508440;24,89;4984
508500;24,89;4986
508560;24,89;4987
508620;24,88;4979
508680;24,88;4972
508740;24,88;4975
508800;24,89;4981
508860;24,89;4985
508920;24,89;4984
508980;24,89;4986
509040;24,89;4994
509100;24,89;4997
509160;24,89;4988
509220;24,89;4983
509280;24,89;4990
509340;24,92;5045
509400;24,96;5124
509460;24,94;5085
509520;24,92;5040
509580;24,91;5028
509640;24,90;5007
509700;24,89;4993
509760;24,90;4998
509820;24,90;4994
509880;24,90;4993
509940;24,89;4985
510000;24,89;4980
510060;24,89;4981
510120;24,89;4981
510180;24,89;4984
510240;24,89;4982
510300;24,90;4988
510360;24,90;4991
510420;24,91;4993
510480;24,90;4990
510540;24,90;4977
510600;24,89;4968
510660;24,90;4975
510720;24,90;4984
510780;24,90;4982
510840;24,90;4981
510900;24,90;4981
510960;24,90;4984
511020;24,90;4989
511080;24,90;4987
511140;24,90;4978
511200;24,89;4973
511260;24,90;4973
511320;24,89;4970
511380;24,89;4974
511440;24,90;4979
511500;24,90;4975
511560;24,89;4966
511620;24,88;4947
511680;24,88;4950
511740;24,90;4972
511800;24,90;4986
511860;24,90;4990
511920;24,89;4978
511980;24,89;4966
512040;24,90;4978
512100;24,90;4983
512160;24,89;4973
512220;24,89;4971
512280;24,89;4969
512340;24,89;4966
512400;24,90;4978
512460;24,90;4976
512520;24,90;4979
512580;24,90;4983
512640;24,90;4982
512700;24,90;4979
512760;24,90;4979
512820;24,90;4986
512880;24,90;4980
512940;24,90;4976
513000;24,90;4980
513060;24,90;4976
513120;24,90;4974
513180;24,90;4981
513240;24,90;4984
513300;24,90;4982
513360;24,90;4984
513420;24,90;4986
513480;24,90;4984
513540;24,90;4983
513600;24,90;4981
513660;24,90;4985
513720;24,90;4987
513780;24,90;4984
513840;24,90;4985
513900;24,91;4983
513960;24,90;4978
514020;24,90;4975
514080;24,90;4982
514140;24,90;4974
514200;24,90;4971
514260;24,90;4975
514320;24,90;4975
514380;24,90;4972
514440;24,90;4976
514500;24,90;4980
514560;24,91;4982
514620;24,91;4990
514680;24,91;4987
514740;24,91;4984
514800;24,91;4987
514860;24,91;4990
514920;24,91;4979
514980;24,90;4971
515040;24,90;4973
515100;24,90;4972
515160;24,90;4971
515220;24,90;4971
515280;24,90;4980
515340;24,91;4985
515400;24,91;4985
515460;24,91;4987
515520;24,91;4990
515580;24,91;4985
515640;24,91;4983
515700;24,92;4989
515760;24,91;4984
515820;24,90;4972
515880;24,91;4974
515940;24,91;4978
516000;24,91;4981
516060;24,91;4983
516120;24,91;4989
516180;24,91;4983
516240;24,91;4980
516300;24,91;4982
516360;24,91;4987
516420;24,92;4986
516480;24,92;4988
516540;24,92;4992
516600;24,92;4988
516660;24,91;4980
516720;24,91;4985
516780;24,91;4986
516840;24,91;4982
516900;24,91;4983
516960;24,92;4987
517020;24,91;4981
517080;24,92;4984
517140;24,92;4991
517200;24,92;4985
517260;24,92;4987
517320;24,92;4992
517380;24,92;4990
517440;24,92;4987
517500;24,92;4983
517560;24,91;4976
517620;24,91;4980
517680;24,92;4981
517740;24,92;4981
517800;24,92;4982
517860;24,92;4980
517920;24,91;4972
517980;24,91;4973
518040;24,92;4982
518100;24,92;4982
518160;24,92;4979
518220;24,91;4973
518280;24,92;4979
518340;24,92;4988
518400;24,92;4986
518460;24,92;4983
518520;24,92;4984
518580;24,91;4968
518640;24,91;4960
518700;24,91;4976
518760;24,92;4986
518820;24,92;4990
518880;24,92;4984
518940;24,91;4970
519000;24,92;4974
519060;24,92;4978
519120;24,92;4993
519180;24,93;4995
519240;24,92;4989
519300;24,93;4993
519360;24,92;4986
519420;24,92;4988
519480;24,93;4993
519540;24,92;4981
519600;24,92;4974
519660;24,92;4977
519720;24,92;4981
519780;24,93;4985
519840;24,93;4992
519900;24,92;4985
519960;24,92;4978
520020;24,92;4976
520080;24,92;4975
520140;24,92;4981
520200;24,93;4991
520260;24,93;4996
520320;24,93;4991
520380;24,92;4983
520440;24,92;4977
520500;24,92;4977
520560;24,93;4981
520620;24,93;4983
520680;24,93;4984
520740;24,93;4990
520800;24,93;4991
520860;24,93;4980
520920;24,91;4952
520980;24,91;4949
521040;24,95;5019
521100;24,95;5025
521160;24,94;5019
521220;24,94;5008
521280;24,93;4983
521340;24,93;4987
521400;24,93;4985
521460;24,93;4988
521520;24,93;4983
521580;24,93;4991
521640;24,94;5001
521700;24,94;4996
521760;24,93;4989
521820;24,93;4980
521880;24,93;4979
521940;24,93;4984
522000;24,93;4978
522060;24,93;4969
522120;24,93;4976
522180;24,93;4982
522240;24,93;4986
522300;24,94;4987
522360;24,94;4988
522420;24,94;4990
522480;24,94;4988
522540;24,93;4982
522600;24,93;4981
522660;24,93;4982
522720;24,93;4978
522780;24,93;4975
522840;24,93;4981
522900;24,93;4981
522960;24,94;4983
523020;24,94;4992
523080;24,94;4988
523140;24,93;4980
523200;24,94;4988
523260;24,94;4987
523320;24,94;4984
523380;24,94;4982
523440;24,94;4979
523500;24,93;4983
523560;24,93;4974
523620;24,93;4969
523680;24,93;4975
523740;24,93;4969
523800;24,93;4969
523860;24,93;4967
523920;24,93;4975
523980;24,93;4978
524040;24,93;4978
524100;24,94;4976
524160;24,94;4977
524220;24,93;4975
524280;24,93;4973
524340;24,93;4977
524400;24,94;4981
524460;24,94;4982
524520;24,94;4981
524580;24,94;4980
524640;24,94;4981
524700;24,94;4981
524760;24,93;4978
524820;24,94;4981
524880;24,94;4986
524940;24,94;4987
525000;24,94;4989
525060;24,94;4993
525120;24,94;4988
525180;24,94;4989
525240;24,94;4988
525300;24,94;4985
525360;24,94;4987
525420;24,94;4988
525480;24,94;4984
525540;24,94;4980
525600;24,94;4980
525660;24,94;4980
525720;24,94;4985
525780;24,95;4994
525840;24,95;4989
525900;24,94;4989
525960;24,94;4982
526020;24,94;4986
526080;24,95;4990
526140;24,94;4986
526200;24,94;4985
526260;24,94;4981
526320;24,94;4985
526380;24,94;4985
526440;24,95;4986
526500;24,95;4985
526560;24,94;4981
526620;24,94;4981
526680;24,94;4982
526740;24,94;4981
526800;24,94;4982
526860;24,94;4979
526920;24,94;4975
526980;24,94;4975
527040;24,94;4974
527100;24,94;4979
527160;24,95;4988
527220;24,95;4985
527280;24,94;4971
527340;24,94;4976
527400;24,95;4992
527460;24,95;4990
527520;24,95;4988
527580;24,95;4986
527640;24,95;4987
527700;24,95;4985
527760;24,95;4985
527820;24,95;4991
527880;24,95;4989
527940;24,92;4920
528000;24,88;4855
528060;24,90;4890
528120;24,92;4928
528180;24,93;4940
528240;24,93;4954
528300;24,93;4953
528360;24,94;4962
528420;24,94;4968
528480;24,94;4959
528540;24,94;4965
528600;24,95;4971
528660;24,94;4970
528720;24,94;4970
528780;24,94;4971
528840;24,98;5045
528900;25,02;5103
528960;25,00;5085
529020;24,97;5038
529080;24,96;5014
529140;24,97;5008
529200;24,93;4951
529260;24,90;4888
529320;24,91;4894
529380;24,93;4927
529440;24,93;4946
529500;24,94;4957
529560;24,94;4963
529620;24,95;4971
529680;24,95;4982
529740;24,95;4980
529800;24,95;4971
529860;24,95;4970
529920;24,96;4980
529980;24,96;4980
530040;24,95;4973
530100;24,96;4977
530160;24,96;4986
530220;24,96;4994
530280;24,96;4992
530340;24,96;4988
530400;24,96;4998
530460;24,96;4998
530520;24,96;4990
530580;24,96;4985
530640;24,96;4993
530700;24,96;4991
530760;24,96;4990
530820;24,96;4985
530880;24,96;4986
530940;24,96;4988
531000;24,96;4981
531060;24,96;4982
531120;24,96;4980
531180;24,96;4975
531240;24,96;4977
531300;24,96;4983
531360;24,96;4989
531420;24,96;4989
531480;24,96;4986
531540;24,96;4987
531600;24,96;4987
531660;24,96;4984
531720;24,96;4980
531780;24,96;4981
531840;24,96;4984
531900;24,96;4982
531960;24,97;4989
532020;24,97;4990
532080;24,96;4985
532140;24,96;4985
532200;24,96;4988
532260;24,96;4984
532320;24,96;4979
532380;24,97;4986
532440;24,96;4980
532500;24,97;4989
532560;24,97;4986
532620;24,96;4981
532680;24,97;4990
532740;24,97;4996
532800;24,96;4986
532860;24,97;4987
532920;24,96;4980
532980;24,97;4985
533040;24,97;4988
533100;24,96;4982
533160;24,96;4978
533220;24,97;4985
533280;24,97;4988
533340;24,97;4987
533400;24,97;4989
533460;24,97;4992
533520;24,97;4995
533580;24,96;4965
533640;24,94;4940
533700;24,95;4950
533760;24,96;4970
533820;24,96;4979
533880;24,96;4976
533940;24,96;4975
534000;24,96;4974
