t [s];Tf [degC];P [W]
534060;24,96;4973
534120;24,96;4975
534180;24,97;4977
534240;24,97;4983
534300;24,97;4976
534360;24,97;4980
534420;24,97;4985
534480;24,97;4985
534540;24,96;4977
534600;24,96;4967
534660;24,96;4978
534720;24,96;4975
534780;24,97;4979
534840;24,97;4978
534900;24,97;4980
534960;24,97;4989
535020;24,97;4988
535080;24,97;4977
535140;24,96;4974
535200;24,97;4979
535260;24,96;4974
535320;24,97;4975
535380;24,97;4977
535440;24,97;4977
535500;24,97;4979
535560;24,97;4977
535620;24,97;4974
535680;24,97;4981
535740;24,97;4985
535800;24,97;4989
535860;24,98;4986
535920;24,98;4989
535980;24,98;4993
536040;24,98;4989
536100;24,97;4986
536160;24,97;4986
536220;24,97;4984
536280;24,98;4983
536340;24,98;4986
536400;24,98;4987
536460;24,98;4990
536520;24,98;4986
536580;24,98;4986
536640;24,98;4986
536700;24,98;4987
536760;24,98;4990
536820;24,99;5001
536880;24,98;4995
536940;24,98;4985
537000;24,98;4990
537060;24,98;4984
537120;24,98;4980
537180;24,98;4982
537240;24,98;4983
537300;24,98;4986
537360;24,98;4992
537420;24,98;4993
537480;24,99;4995
537540;24,98;4989
537600;24,98;4988
537660;24,98;4986
537720;24,98;4985
537780;24,98;4987
537840;24,98;4984
537900;24,98;4984
537960;24,98;4987
538020;24,99;4990
538080;24,98;4988
538140;24,98;4976
538200;24,97;4966
538260;24,98;4967
538320;24,98;4971
538380;24,98;4974
538440;24,98;4979
538500;24,98;4982
538560;24,98;4977
538620;24,98;4977
538680;24,98;4979
538740;24,98;4980
538800;24,98;4976
538860;24,98;4980
538920;24,98;4983
538980;24,99;4980
539040;24,98;4976
539100;24,98;4981
539160;24,99;4987
539220;24,99;4985
539280;24,99;4986
539340;24,99;4990
539400;24,99;4989
539460;24,98;4980
539520;24,98;4978
539580;24,98;4975
539640;24,98;4984
539700;24,99;4989
539760;24,99;4984
539820;24,99;4985
539880;24,99;4988
539940;24,98;4978
540000;24,98;4975
540060;24,99;4981
540120;24,99;4987
540180;24,99;4990
540240;24,99;4987
540300;24,99;4987
540360;24,99;4986
540420;24,99;4988
540480;24,99;4985
540540;24,99;4982
540600;24,99;4978
540660;24,99;4980
540720;25,00;4991
540780;25,00;4991
540840;24,99;4983
540900;24,99;4979
540960;24,99;4978
541020;24,99;4981
541080;24,99;4981
541140;24,99;4987
541200;24,99;4987
541260;24,99;4979
541320;24,99;4970
541380;24,99;4980
541440;25,00;4987
541500;25,00;4992
541560;24,99;4984
541620;24,99;4984
541680;24,99;4976
541740;24,99;4973
541800;25,00;4988
541860;25,00;5001
541920;25,00;4994
541980;24,99;4986
542040;24,99;4982
542100;24,99;4980
542160;24,99;4978
542220;25,00;4989
542280;24,99;4982
542340;24,99;4976
542400;24,99;4979
542460;24,99;4985
542520;25,00;4984
542580;25,00;4984
542640;24,99;4984
542700;25,00;4986
542760;25,00;4988
542820;25,00;4990
542880;25,00;4992
542940;25,00;4986
543000;25,00;4979
543060;25,00;4981
543120;25,00;4986
543180;25,00;4988
543240;25,00;4985
543300;25,00;4983
543360;25,00;4978
543420;25,00;4978
543480;25,00;4980
543540;25,00;4976
543600;25,00;4980
543660;25,00;4984
543720;25,00;4980
543780;25,00;4985
543840;25,00;4982
543900;25,00;4986
543960;25,00;4987
544020;25,00;4987
544080;25,00;4983
544140;25,00;4979
544200;25,00;4980
544260;25,00;4974
544320;25,00;4977
544380;25,00;4984
544440;25,00;4981
544500;25,00;4982
544560;25,00;4984
544620;25,00;4987
544680;25,00;4982
544740;25,00;4978
544800;25,00;4976
544860;25,00;4973
544920;25,00;4975
544980;25,00;4977
545040;25,00;4979
545100;25,00;4983
545160;25,00;4981
545220;25,00;4979
545280;25,00;4981
545340;25,00;4982
545400;25,00;4985
545460;25,00;4984
545520;25,00;4985
545580;25,01;4984
545640;25,00;4981
545700;25,00;4982
545760;25,01;4982
545820;25,00;4980
545880;25,00;4972
545940;25,00;4980
546000;25,00;4978
546060;25,00;4976
546120;25,01;4987
546180;25,01;4986
546240;25,01;4987
546300;25,01;4983
546360;25,01;4989
546420;25,01;4990
546480;25,01;4991
546540;25,00;4978
546600;25,00;4965
546660;25,00;4971
546720;25,00;4975
546780;25,01;4978
546840;25,00;4977
546900;25,00;4975
546960;25,00;4968
547020;25,00;4979
547080;25,01;4983
547140;25,00;4977
547200;25,00;4979
547260;25,01;4980
547320;25,01;4980
547380;25,01;4978
547440;25,01;4982
547500;25,01;4986
547560;25,01;4983
547620;25,01;4983
547680;25,01;4983
547740;25,01;4986
547800;25,01;4985
547860;25,01;4979
547920;25,01;4981
547980;25,01;4982
548040;25,01;4981
548100;25,01;4987
548160;25,01;4992
548220;25,01;4986
548280;25,01;4979
548340;25,01;4984
548400;25,01;4992
548460;25,01;4987
548520;25,01;4981
548580;25,01;4984
548640;25,01;4979
548700;25,01;4980
548760;25,01;4980
548820;25,01;4986
548880;25,01;4985
548940;25,01;4974
549000;25,01;4974
549060;25,01;4983
549120;25,01;4983
549180;25,01;4983
549240;25,01;4982
549300;25,01;4974
549360;25,01;4976
549420;25,02;4983
549480;25,01;4979
549540;25,01;4980
549600;25,02;4984
549660;25,02;4982
549720;25,01;4980
549780;25,01;4980
549840;25,01;4981
549900;25,01;4979
549960;25,01;4976
550020;25,01;4976
550080;25,02;4978
550140;25,01;4979
550200;25,02;4980
550260;25,02;4979
550320;25,01;4971
550380;25,01;4961
550440;25,01;4966
550500;25,01;4978
550560;25,01;4971
550620;25,01;4968
550680;25,02;4974
550740;25,02;4974
550800;25,02;4980
550860;25,02;4981
550920;25,02;4982
550980;25,02;4984
551040;25,02;4981
551100;25,02;4983
551160;25,02;4981
551220;25,02;4977
551280;25,02;4980
551340;25,02;4985
551400;25,02;4981
551460;25,02;4979
551520;25,02;4981
551580;25,02;4979
551640;25,02;4978
551700;25,02;4978
551760;25,02;4976
551820;25,02;4975
551880;25,02;4977
551940;25,02;4980
552000;25,02;4982
552060;25,02;4986
552120;25,03;4987
552180;25,02;4980
552240;25,02;4977
552300;25,02;4978
552360;25,03;4986
552420;25,02;4983
552480;25,02;4977
552540;25,02;4973
552600;25,02;4981
552660;25,02;4985
552720;25,02;4973
552780;25,02;4982
552840;25,03;4981
552900;25,02;4982
552960;25,02;4980
553020;25,02;4982
553080;25,02;4980
553140;25,02;4983
553200;25,02;4978
553260;25,02;4971
553320;25,02;4971
553380;25,02;4980
553440;25,02;4978
553500;25,02;4965
553560;25,01;4947
553620;25,01;4957
553680;25,02;4969
553740;25,02;4975
553800;25,02;4973
553860;25,02;4975
553920;25,02;4975
553980;25,02;4977
554040;25,03;4984
554100;25,03;4990
554160;25,03;4990
554220;25,03;4986
554280;25,03;4983
554340;25,03;4987
554400;25,03;4991
554460;25,03;4992
554520;25,03;4992
554580;25,03;4991
554640;25,03;4983
554700;25,02;4974
554760;25,03;4976
554820;25,03;4976
554880;25,03;4982
554940;25,03;4979
555000;25,02;4972
555060;25,03;4976
555120;25,03;4976
555180;25,03;4979
555240;25,03;4988
555300;25,03;4971
555360;25,03;4978
555420;25,03;4977
555480;25,03;4977
555540;25,03;4982
555600;25,03;4976
555660;25,02;4968
555720;25,02;4966
555780;25,02;4971
555840;25,03;4973
555900;25,03;4980
555960;25,02;4974
556020;25,03;4982
556080;25,03;4980
556140;25,03;4970
556200;25,03;4978
556260;25,04;4993
556320;25,04;5000
556380;25,04;5002
556440;25,04;5005
556500;25,05;5016
556560;25,06;5026
556620;25,05;5011
556680;25,04;4992
556740;25,03;4981
556800;25,02;4964
556860;25,02;4962
556920;25,03;4973
556980;25,03;4975
557040;25,04;4984
557100;25,03;4985
557160;25,04;4984
557220;25,04;4980
557280;25,03;4972
557340;25,03;4965
557400;25,03;4971
557460;25,03;4971
557520;25,03;4965
557580;25,04;4979
557640;25,04;4982
557700;25,03;4973
557760;25,04;4972
557820;25,04;4984
557880;25,03;4970
557940;25,04;4975
558000;25,04;4986
558060;25,04;4983
558120;25,04;4981
558180;25,04;4980
558240;25,04;4980
558300;25,04;4982
558360;25,04;4977
558420;25,03;4968
558480;25,04;4974
558540;25,04;4979
558600;25,03;4974
558660;25,03;4968
558720;25,04;4973
558780;25,04;4975
558840;25,03;4971
558900;25,04;4972
558960;25,04;4975
559020;25,04;4975
559080;25,04;4978
559140;25,04;4982
559200;25,04;4971
559260;25,04;4968
559320;25,04;4974
559380;25,04;4973
559440;25,04;4976
559500;25,04;4977
559560;25,04;4980
559620;25,03;4962
559680;25,03;4963
559740;25,04;4971
559800;25,04;4974
559860;25,04;4979
559920;25,04;4973
559980;25,04;4977
560040;25,04;4976
560100;25,04;4980
560160;25,04;4978
560220;25,04;4980
560280;25,05;5007
560340;25,10;5097
560400;25,10;5087
560460;25,08;5051
560520;25,07;5025
560580;25,07;5022
560640;25,06;5018
560700;25,06;5006
560760;25,05;4995
560820;25,05;4990
560880;25,05;4989
560940;25,05;4989
561000;25,05;4987
561060;25,05;4985
561120;25,05;4987
561180;25,05;4978
561240;25,04;4969
561300;25,05;4971
561360;25,05;4969
561420;25,05;4971
561480;25,05;4975
561540;25,06;4985
561600;25,06;4985
561660;25,06;4991
561720;25,06;4995
561780;25,06;4985
561840;25,06;4987
561900;25,06;4984
561960;25,06;4983
562020;25,06;4988
562080;25,06;4990
562140;25,06;4990
562200;25,06;4986
562260;25,06;4989
562320;25,05;4984
562380;25,05;4976
562440;25,05;4975
562500;25,05;4971
562560;25,05;4972
562620;25,05;4971
562680;25,05;4974
562740;25,05;4978
562800;25,06;4983
562860;25,06;4984
562920;25,06;4981
562980;25,06;4979
563040;25,06;4981
563100;25,06;4985
563160;25,06;4986
563220;25,05;4978
563280;25,05;4973
563340;25,05;4976
563400;25,05;4977
563460;25,05;4975
563520;25,05;4977
563580;25,05;4974
563640;25,05;4974
563700;25,06;4978
563760;25,05;4977
563820;25,05;4972
563880;25,05;4967
563940;25,06;4977
564000;25,06;4980
564060;25,05;4975
564120;25,05;4975
564180;25,06;4979
564240;25,06;4982
564300;25,06;4990
564360;25,06;4985
564420;25,06;4983
564480;25,05;4977
564540;25,06;4974
564600;25,06;4973
564660;24,94;4970
564720;25,75;4977
